cluster,id
223338415491,Shamela0010710Sec10
180388974550,Shamela0010710Sec10
223338415493,Shamela0010710Sec10
171798734284,Shamela0010710Sec10
111669218180,Shamela0010710Sec10
42949903612,Shamela0010710Sec10
8590217951,Shamela0010710Sec10
17180146871,Shamela0010710Sec10
17180146874,Shamela0010710Sec10
17180146873,Shamela0010710Sec10
17180146872,Shamela0010710Sec10
146029025176,Shamela0010710Sec10
146029025177,Shamela0010710Sec10
111669326724,Shamela0010710Sec10
111669326722,Shamela0010710Sec10
42949771355,Shamela0010710Sec10
111669185649,Shamela0010710Sec10
51539772941,Shamela0010710Sec10
77309695245,Shamela0010710Sec10
206158431039,Shamela0010710Sec10
17180213819,Shamela0010710Sec10
8589949486,Shamela0010710Sec10
8589949481,Shamela0010710Sec10
8589949484,Shamela0010710Sec10
8589949483,Shamela0010710Sec10
8589949480,Shamela0010710Sec10
8589949482,Shamela0010710Sec10
123168,Shamela0010710Sec10
42949740531,Shamela0010710Sec10
34359877802,Shamela0010710Sec10
34359877804,Shamela0010710Sec10
34359877803,Shamela0010710Sec10
34359877805,Shamela0010710Sec10
8590277949,Shamela0010710Sec10
17179983661,Shamela0010710Sec10
17179983664,Shamela0010710Sec10
326417791919,Shamela0010710Sec10
111669306003,Shamela0010710Sec10
34359754590,Shamela0010710Sec10
239771,Shamela0010710Sec10
